player,nationality,position,team,comp_level,age,birth_year,games,playing_games_starts,playing_minutes,playing_minutes_90s,playing_goals,performance_assists,performance_goals_assists,performance_goals_pens,performance_pens_made,performance_pens_att,performance_cards_yellow,performance_cards_red,performance_xg,expected_npxg,expected_xg_assist,expected_npxg_xg_assist,expected_progressive_carries,progression_progressive_passes,progression_progressive_passes_received,progression_goals_per90,per90_assists_per90,per90_goals_assists_per90,per90_goals_pens_per90,per90_goals_assists_pens_per90,per90_xg_per90,per90_xg_assist_per90,per90_xg_xg_assist_per90,per90_npxg_per90,per90_npxg_xg_assist_per90,per90_matches,minutes_90s,tackles,tackles_tackles_won,tackles_tackles_def_3rd,tackles_tackles_mid_3rd,tackles_tackles_att_3rd,tackles_challenge_tackles,challenges_challenges,challenges_challenge_tackles_pct,challenges_challenges_lost,challenges_blocks,blocks_blocked_shots,blocks_blocked_passes,blocks_interceptions,tackles_interceptions,clearances,errors,sca,sca_sca_per90,sca_sca_passes_live,sca_types_sca_passes_dead,sca_types_sca_take_ons,sca_types_sca_shots,sca_types_sca_fouled,sca_types_sca_defense,sca_types_gca,gca_gca_per90,gca_gca_passes_live,gca_types_gca_passes_dead,gca_types_gca_take_ons,gca_types_gca_shots,gca_types_gca_fouled,gca_types_gca_defense,gca_types_matches,minutes_90s,cards_yellow,performance_cards_yellow_red,performance_fouls,performance_fouled,performance_offsides,performance_crosses,performance_interceptions,performance_tackles_won,performance_pens_won,performance_pens_conceded,performance_own_goals,performance_ball_recoveries,performance_aerials_won,aerials_aerials_lost,aerials_aerials_won_pct,aerials_matches,goals,standard_shots,standard_shots_on_target,standard_shots_on_target_pct,standard_shots_per90,standard_shots_on_target_per90,standard_goals_per_shot,standard_goals_per_shot_on_target,standard_average_shot_distance,standard_shots_free_kicks,standard_pens_made,standard_pens_att,standard_xg,expected_npxg_per_shot,expected_xg_net,expected_npxg_net,expected_matches,minutes_90s,passes_completed,passes_total_passes,passes_total_passes_pct,passes_total_passes_total_distance,passes_total_passes_progressive_distance,passes_total_passes_completed_short,passes_short_passes_short,passes_short_passes_pct_short,passes_short_passes_completed_medium,passes_medium_passes_medium,passes_medium_passes_pct_medium,passes_medium_passes_completed_long,passes_long_passes_long,passes_long_passes_pct_long,passes_long_assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_touches_def_pen_area,touches_touches_def_3rd,touches_touches_mid_3rd,touches_touches_att_3rd,touches_touches_att_pen_area,touches_touches_live_ball,touches_take_ons,take_ons_take_ons_won,take_ons_take_ons_won_pct,take_ons_take_ons_tackled,take_ons_take_ons_tackled_pct,take_ons_carries,carries_carries_distance,carries_carries_progressive_distance,carries_progressive_carries,carries_carries_into_final_third,carries_carries_into_penalty_area,carries_miscontrols,carries_dispossessed,carries_passes_received,receiving_progressive_passes_received,receiving_matches,playing_minutes_per_game,playing_minutes_pct,starts_minutes_per_start,starts_games_complete,starts_games_subs,subs_minutes_per_sub,subs_unused_subs,subs_points_per_game,team_success_on_goals_for,team_success_on_goals_against,team_success_plus_minus,team_success_plus_minus_per90,team_success_plus_minus_wowy,team_success_on_xg_for,xg_team_success_on_xg_against,xg_team_success_xg_plus_minus,xg_team_success_xg_plus_minus_per90,xg_team_success_xg_plus_minus_wowy,xg_team_success_matches,year_of_stat
Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,33,33,"2,953",32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,5,75,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,32.8,37,19,30,6,1,19,40,47.5,21,26,20,6,42,79,197,2,18,0.55,18,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,32.8,1,0,16,6,2,2,42,19,0,1,1,143,82,38,68.3,Matches,0,18,5,27.8,0.55,0.15,0.00,0.00,10.5,0,0,0,1.1,0.06,-1.1,-1.1,Matches,32.8,1647,1918,85.9,33255,12650,484,551,87.8,949,1008,94.1,196,318,61.6,0,0.3,0.4,-0.3,5,71,5,0,75,2272,398,1310,900,67,35,2272,14,11,78.6,3,21.4,1337,5844,3132,5,5,0,12,5,1522,3,Matches,89,86.3,89,32,0,,1,0.85,24,41,-17,-0.52,+1.22,35.8,46.2,-10.4,-0.32,+0.01,Matches,CURRENT
Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,1999,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,0,4,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,0.85,0.85,Matches,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.4,0,0,1,0,0,2,0,0,0,0,0,2,0,0,,Matches,0,1,0,0.0,2.50,0.00,0.00,,17.1,0,0,0,0.3,0.34,-0.3,-0.3,Matches,0.4,7,10,70.0,99,0,5,5,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,18,1,2,5,11,3,18,1,1,100.0,0,0.0,13,103,68,4,3,0,3,0,11,4,Matches,12,1.1,,0,3,12,6,2.33,0,0,0,0.00,+0.59,0.9,0.5,+0.4,+0.91,+1.47,Matches,CURRENT
Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,35,25,"2,418",26.9,2,5,7,2,0,0,6,0,1.9,1.9,4.4,6.3,54,188,48,0.07,0.19,0.26,0.07,0.26,0.07,0.16,0.23,0.07,0.23,Matches,26.9,74,37,30,33,11,35,92,38.0,57,27,2,25,39,113,17,2,104,3.87,78,10,8,2,3,3,10,0.37,7,1,0,1,1,0,Matches,26.9,6,0,39,37,0,53,39,37,0,0,0,172,27,27,50.0,Matches,2,24,9,37.5,0.89,0.33,0.08,0.22,20.0,1,0,0,1.9,0.08,+0.1,+0.1,Matches,26.9,1327,1631,81.4,24310,6907,569,643,88.5,548,642,85.4,167,251,66.5,5,4.4,3.0,+0.6,53,158,20,2,188,1920,40,348,1217,390,25,1920,79,50,63.3,29,36.7,1179,5988,3121,54,50,10,42,41,1422,48,Matches,69,70.7,84,16,10,32,0,1.17,28,47,-19,-0.71,-1.16,30.4,40.4,-9.9,-0.37,-0.24,Matches,CURRENT
Andrea Adorante,it ITA,FW,Parma,it Serie A,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,2,9,0,0,0,0,0,2,1,0,Matches,10,0.3,,0,1,10,5,0.00,0,1,-1,-9.00,-7.87,0.0,0.9,-0.8,-7.55,-7.08,Matches,CURRENT
Adrián,es ESP,GK,Liverpool,eng Premier League,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,0.0,,0.0,0.0,Matches,3.0,78,100,78.0,1796,1138,24,24,100.0,33,34,97.1,20,40,50.0,0,0.0,0.0,0.0,0,0,0,0,0,110,99,110,0,0,0,110,0,0,,0,,52,259,79,0,0,0,0,0,47,0,Matches,90,7.9,90,3,0,,27,1.33,6,9,-3,-1.00,-1.83,7.1,4.6,+2.4,+0.81,+0.17,Matches,CURRENT
Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,1996,26,16,"1,558",17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,11,39,36,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,Matches,17.3,32,18,17,12,3,17,33,51.5,16,9,3,6,27,59,36,0,28,1.62,16,9,0,0,3,0,3,0.17,2,1,0,0,0,0,Matches,17.3,1,0,23,23,1,32,27,18,0,0,0,81,19,22,46.3,Matches,0,2,0,0.0,0.12,0.00,0.00,,15.7,0,0,0,0.1,0.07,-0.1,-0.1,Matches,17.3,534,751,71.1,8856,4049,268,318,84.3,204,283,72.1,48,106,45.3,1,0.7,0.7,+0.3,12,39,15,10,39,888,41,314,418,164,9,888,6,2,33.3,4,66.7,380,1426,691,11,11,2,14,4,424,36,Matches,60,45.6,83,11,10,24,12,1.12,19,31,-12,-0.69,-0.26,16.7,26.0,-9.3,-0.54,-0.63,Matches,CURRENT
Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,12,9,800,8.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,6,46,7,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,8.9,18,10,11,7,0,6,19,31.6,13,10,5,5,15,33,10,0,7,0.79,7,0,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches,8.9,2,0,17,8,0,1,15,10,0,0,0,75,12,2,85.7,Matches,0,2,0,0.0,0.23,0.00,0.00,,19.9,0,0,0,0.1,0.04,-0.1,-0.1,Matches,8.9,434,487,89.1,7835,1942,191,205,93.2,187,205,91.2,47,59,79.7,0,0.1,0.3,-0.1,2,39,3,1,46,563,26,165,338,68,1,563,8,6,75.0,2,25.0,308,1391,569,6,6,1,9,8,368,7,Matches,67,23.4,84,6,3,13,22,1.08,14,14,0,0.00,+0.69,12.6,16.1,-3.5,-0.39,+0.13,Matches,CURRENT
Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,7,9,33,0.13,0.00,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14,Matches,7.8,20,9,10,9,1,10,18,55.6,8,14,3,11,12,32,18,0,8,1.03,4,1,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches,7.8,0,0,5,26,1,12,12,9,0,0,0,45,13,11,54.2,Matches,1,4,1,25.0,0.51,0.13,0.25,1.00,19.3,0,0,0,0.6,0.15,+0.4,+0.4,Matches,7.8,210,299,70.2,3068,1068,125,150,83.3,66,101,65.3,11,24,45.8,0,0.5,0.4,-0.5,3,10,3,2,9,409,21,152,180,80,7,409,11,5,45.5,6,54.5,160,841,345,7,4,1,21,7,191,33,Matches,47,22.9,76,5,7,13,16,1.00,12,15,-3,-0.39,+0.30,8.7,14.8,-6.1,-0.78,-0.24,Matches,CURRENT
Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,1998,29,14,"1,356",15.1,1,2,3,1,0,0,4,0,1.5,1.5,1.3,2.8,50,43,82,0.07,0.13,0.20,0.07,0.20,0.10,0.09,0.19,0.10,0.19,Matches,15.1,39,28,9,15,15,12,34,35.3,22,30,0,30,10,49,2,0,38,2.52,19,1,3,8,4,3,7,0.46,5,1,0,1,0,0,Matches,15.1,4,0,20,32,2,11,10,28,0,0,0,60,16,34,32.0,Matches,1,19,4,21.1,1.26,0.27,0.05,0.25,17.2,0,0,0,1.5,0.08,-0.5,-0.5,Matches,15.1,228,328,69.5,3824,848,114,141,80.9,86,110,78.2,22,36,61.1,2,1.3,0.8,+0.7,12,27,10,0,43,544,2,58,233,271,56,544,76,44,57.9,32,42.1,325,2764,1424,50,35,24,35,25,357,82,Matches,47,39.6,72,4,15,23,8,1.03,26,26,0,0.00,+0.87,19.7,22.7,-3.0,-0.20,+0.48,Matches,CURRENT
Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35,35,"3,147",35.0,3,1,4,3,0,0,6,0,3.2,3.2,0.7,4.0,14,136,2,0.09,0.03,0.11,0.09,0.11,0.09,0.02,0.11,0.09,0.11,Matches,35.0,37,30,28,9,0,21,33,63.6,12,34,22,12,47,84,102,0,20,0.57,17,0,0,3,0,0,1,0.03,1,0,0,0,0,0,Matches,35.0,6,0,22,29,2,1,47,30,0,1,0,197,121,71,63.0,Matches,3,28,6,21.4,0.80,0.17,0.11,0.50,10.1,0,0,0,3.2,0.12,-0.2,-0.2,Matches,35.0,2449,2712,90.3,45688,18953,976,1021,95.6,1198,1282,93.4,251,365,68.8,1,0.7,0.7,+0.3,5,126,1,0,136,3016,241,1281,1679,75,38,3016,11,9,81.8,2,18.2,1885,7924,4548,14,16,1,11,10,2257,2,Matches,90,92.0,90,34,0,,0,1.54,46,36,+10,+0.29,-0.37,41.7,35.0,+6.7,+0.19,-0.79,Matches,CURRENT
Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,1988,12,7,559,6.2,4,1,5,3,1,2,0,0,3.5,1.9,1.2,3.1,12,12,39,0.64,0.16,0.81,0.48,0.64,0.56,0.19,0.75,0.31,0.50,Matches,6.2,4,1,0,2,2,2,11,18.2,9,2,0,2,2,6,0,0,18,2.90,13,0,3,1,0,1,3,0.48,2,0,1,0,0,0,Matches,6.2,0,0,2,7,1,1,2,1,0,0,0,12,2,4,33.3,Matches,4,17,10,58.8,2.74,1.61,0.18,0.30,14.6,0,1,2,3.5,0.11,+0.5,+1.1,Matches,6.2,140,173,80.9,1625,219,86,99,86.9,34,38,89.5,2,2,100.0,1,1.2,0.9,-0.2,7,12,5,1,12,234,0,5,99,131,45,232,13,8,61.5,5,38.5,155,769,330,12,10,3,15,11,191,39,Matches,47,16.3,69,2,5,16,7,2.42,11,4,+7,+1.13,-0.26,10.9,4.5,+6.4,+1.03,+0.04,Matches,CURRENT
Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,1993,33,27,"2,225",24.7,1,3,4,1,0,0,6,0,0.9,0.9,4.7,5.6,74,101,231,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23,Matches,24.7,63,37,32,21,10,32,52,61.5,20,30,3,27,47,110,43,1,78,3.15,56,10,2,1,7,2,7,0.28,4,1,1,0,1,0,Matches,24.7,6,0,39,36,1,118,47,37,1,0,0,139,46,38,54.8,Matches,1,8,3,37.5,0.32,0.12,0.13,0.33,11.0,0,0,0,0.9,0.11,+0.1,+0.1,Matches,24.7,1265,1568,80.7,19271,5384,721,779,92.6,420,535,78.5,87,166,52.4,3,4.7,5.8,-1.7,41,77,39,21,101,1876,53,371,890,633,58,1876,29,12,41.4,17,58.6,944,5100,2717,74,52,4,40,14,1171,231,Matches,67,65.1,79,15,6,14,2,1.97,37,30,+7,+0.28,-1.75,38.2,24.8,+13.4,+0.54,-1.02,Matches,CURRENT
Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2002,6,3,252,2.8,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,8,11,3,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches,2.8,4,1,3,1,0,1,1,100.0,0,2,0,2,1,5,1,0,2,0.71,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2.8,2,0,6,9,0,0,1,1,0,1,0,16,0,1,0.0,Matches,0,5,1,20.0,1.79,0.36,0.00,0.00,23.4,0,0,0,0.2,0.04,-0.2,-0.2,Matches,2.8,110,125,88.0,1600,377,61,68,89.7,36,37,97.3,5,7,71.4,0,0.0,0.1,0.0,1,12,0,0,11,154,4,32,104,22,2,154,12,11,91.7,1,8.3,108,760,344,8,2,2,6,5,117,3,Matches,42,8.2,43,0,3,41,6,0.50,3,12,-9,-3.21,-3.53,4.9,7.0,-2.1,-0.75,-0.79,Matches,CURRENT
Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,1999,20,10,899,10.0,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.5,31,25,17,0.20,0.00,0.20,0.20,0.20,0.14,0.02,0.16,0.14,0.16,Matches,10.0,26,20,10,14,2,11,39,28.2,28,6,0,6,2,28,8,0,12,1.20,9,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,10.0,0,0,17,15,1,6,2,20,0,1,0,57,8,13,38.1,Matches,2,12,7,58.3,1.20,0.70,0.17,0.29,22.5,0,0,0,1.4,0.11,+0.6,+0.6,Matches,10.0,258,322,80.1,4276,822,121,131,92.4,116,144,80.6,15,25,60.0,0,0.2,0.1,-0.2,5,12,2,0,25,450,13,95,286,80,12,450,29,19,65.5,10,34.5,303,2040,1166,31,14,3,26,16,302,17,Matches,45,26.3,77,5,10,13,14,0.75,5,21,-16,-1.60,-1.07,9.2,21.8,-12.6,-1.26,-0.96,Matches,CURRENT
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,26,1994,27,26,"2,146",23.8,2,2,4,2,0,0,9,0,2.3,2.1,1.3,3.4,26,92,25,0.08,0.08,0.17,0.08,0.17,0.10,0.05,0.15,0.09,0.14,Matches,23.8,46,25,18,25,3,19,48,39.6,29,17,5,12,53,99,32,0,33,1.38,25,0,1,2,3,2,4,0.17,2,0,0,1,0,1,Matches,23.8,9,0,50,32,0,8,53,25,0,0,0,165,40,30,57.1,Matches,2,31,6,19.4,1.30,0.25,0.06,0.33,21.3,0,0,0,2.3,0.07,-0.3,-0.1,Matches,23.8,701,851,82.4,11805,2947,324,367,88.3,283,341,83.0,68,93,73.1,2,1.3,0.8,+0.7,7,59,9,1,92,1105,45,239,692,200,22,1105,33,26,78.8,7,21.2,569,2891,1414,26,20,2,41,20,664,25,Matches,79,62.7,82,14,1,17,0,1.19,34,38,-4,-0.17,+0.19,34.0,35.3,-1.2,-0.05,-0.29,Matches,CURRENT
Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,26,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches,0.4,1,0,0,1,0,1,3,33.3,2,0,0,0,1,2,1,0,1,2.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,0.4,0,0,0,1,0,0,1,0,0,0,0,2,1,0,100.0,Matches,0,2,1,50.0,5.00,2.50,0.00,0.00,16.8,0,0,0,0.1,0.05,-0.1,-0.1,Matches,0.4,7,10,70.0,100,26,4,4,100.0,3,4,75.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,15,1,6,6,3,2,15,0,0,,0,,6,38,19,1,0,0,0,0,10,0,Matches,18,1.1,,0,2,18,1,2.00,0,0,0,0.00,-0.90,0.2,0.5,-0.4,-0.93,-1.85,Matches,CURRENT
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,25,14,"1,289",14.3,0,0,0,0,0,0,3,0,0.8,0.8,0.3,1.1,11,43,1,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,14.3,26,17,17,9,0,12,21,57.1,9,7,4,3,25,51,88,1,10,0.70,7,0,1,2,0,0,2,0.14,2,0,0,0,0,0,Matches,14.3,3,0,13,13,1,1,25,17,0,0,0,89,42,40,51.2,Matches,0,9,0,0.0,0.63,0.00,0.00,,14.9,0,0,0,0.8,0.09,-0.8,-0.8,Matches,14.3,511,629,81.2,10079,3604,164,183,89.6,285,324,88.0,56,95,58.9,0,0.3,0.1,-0.3,2,27,2,0,43,816,121,498,304,22,12,816,3,2,66.7,1,33.3,470,2286,1311,11,3,1,10,3,463,1,Matches,52,37.7,80,11,11,15,10,1.76,26,22,+4,+0.28,+0.53,20.1,19.1,+1.0,+0.07,+0.14,Matches,CURRENT
Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,31,31,"2,664",29.6,2,1,3,2,0,0,3,0,1.2,1.2,1.5,2.8,63,106,50,0.07,0.03,0.10,0.07,0.10,0.04,0.05,0.09,0.04,0.09,Matches,29.6,37,20,22,7,8,21,43,48.8,22,22,6,16,45,82,94,2,27,0.91,23,3,0,0,1,0,4,0.14,4,0,0,0,0,0,Matches,29.6,3,0,32,25,2,52,45,20,0,0,0,147,31,36,46.3,Matches,2,14,4,28.6,0.47,0.14,0.14,0.50,24.6,1,0,0,1.2,0.09,+0.8,+0.8,Matches,29.6,1352,1769,76.4,22797,9159,642,717,89.5,565,704,80.3,112,257,43.6,1,1.5,1.2,-0.5,15,92,15,9,106,2052,105,781,957,330,17,2052,33,21,63.6,12,36.4,1070,5595,3024,63,40,5,27,10,1254,50,Matches,86,77.9,86,24,0,,4,0.84,22,36,-14,-0.47,+0.96,30.4,42.0,-11.6,-0.39,-0.33,Matches,CURRENT
Rayan Aït Nouri,fr FRA,DF,Wolves,eng Premier League,19,2001,21,16,"1,404",15.6,1,1,2,1,0,0,1,0,0.6,0.6,0.6,1.2,47,54,85,0.06,0.06,0.13,0.06,0.13,0.04,0.04,0.08,0.04,0.08,Matches,15.6,29,16,18,10,1,13,27,48.1,14,14,1,13,15,44,25,0,32,2.05,21,4,6,0,1,0,1,0.06,1,0,0,0,0,0,Matches,15.6,1,0,15,19,1,61,15,16,0,1,0,86,5,23,17.9,Matches,1,15,6,40.0,0.96,0.38,0.07,0.17,19.8,0,0,0,0.6,0.04,+0.4,+0.4,Matches,15.6,662,805,82.2,9828,2664,362,392,92.3,248,296,83.8,25,57,43.9,1,0.6,0.8,+0.4,14,35,16,6,54,996,42,267,430,309,26,996,54,26,48.1,28,51.9,573,2959,1702,47,34,9,30,19,622,85,Matches,67,41.1,83,10,5,15,8,1.00,16,23,-7,-0.45,-0.05,15.1,18.5,-3.5,-0.22,+0.20,Matches,CURRENT
Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,19,2001,3,2,187,2.1,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.3,7,11,18,0.00,0.48,0.48,0.00,0.48,0.03,0.13,0.16,0.03,0.16,Matches,2.1,3,2,1,2,0,3,5,60.0,2,2,1,1,4,7,1,0,10,4.84,8,0,2,0,0,0,2,0.97,1,0,1,0,0,0,Matches,2.1,0,0,2,3,0,4,4,2,0,0,0,8,1,3,25.0,Matches,0,1,0,0.0,0.48,0.00,0.00,,14.3,0,0,0,0.1,0.06,-0.1,-0.1,Matches,2.1,132,147,89.8,1680,637,87,92,94.6,36,42,85.7,2,4,50.0,1,0.3,0.2,+0.7,5,3,4,2,11,167,3,31,103,37,4,167,9,8,88.9,1,11.1,98,507,283,7,5,2,5,3,125,18,Matches,62,5.5,80,0,1,28,0,1.00,3,8,-5,-2.41,-2.04,2.0,5.7,-3.7,-1.79,-1.60,Matches,CURRENT
Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,33,31,"2,780",30.9,2,0,2,2,0,0,3,1,1.9,1.9,0.5,2.4,13,73,7,0.06,0.00,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,Matches,30.9,40,14,34,6,0,23,41,56.1,18,51,32,19,42,82,122,2,14,0.45,13,0,1,0,0,0,2,0.06,2,0,0,0,0,0,Matches,30.9,3,0,28,4,1,7,42,14,0,2,0,161,74,54,57.8,Matches,2,13,4,30.8,0.42,0.13,0.15,0.50,9.8,0,0,0,1.9,0.15,+0.1,+0.1,Matches,30.9,719,999,72.0,13941,6401,264,316,83.5,374,460,81.3,76,188,40.4,0,0.5,0.3,-0.5,7,68,4,0,73,1325,223,691,559,86,43,1325,18,10,55.6,8,44.4,536,3098,1537,13,10,2,24,5,652,7,Matches,84,81.3,88,30,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.1,58.7,-32.6,-1.06,-1.13,Matches,CURRENT
Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,35,34,"2,967",33.0,16,4,20,12,4,5,5,0,15.7,11.8,3.9,15.7,33,61,224,0.49,0.12,0.61,0.36,0.49,0.48,0.12,0.60,0.36,0.48,Matches,33.0,30,18,6,18,6,7,31,22.6,24,14,5,9,11,41,54,0,77,2.34,55,0,1,12,9,0,8,0.24,4,0,1,1,2,0,Matches,33.0,5,0,38,46,12,27,11,18,2,0,0,67,166,133,55.5,Matches,16,66,30,45.5,2.00,0.91,0.18,0.40,15.0,0,4,5,15.7,0.18,+0.3,+0.2,Matches,33.0,620,927,66.9,9736,1641,350,484,72.3,192,262,73.3,51,78,65.4,4,3.9,3.8,+0.1,36,43,19,3,61,1251,62,122,597,539,159,1246,23,10,43.5,13,56.5,611,2404,953,33,25,15,74,31,940,224,Matches,85,86.8,87,28,1,25,1,1.20,46,49,-3,-0.09,+1.10,48.7,45.0,+3.7,+0.11,+0.43,Matches,CURRENT
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,28,26,"2,350",26.1,2,0,2,2,0,0,4,0,1.7,1.7,0.3,2.0,26,159,7,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,Matches,26.1,41,22,23,12,6,19,31,61.3,12,23,10,13,49,90,70,1,22,0.84,16,1,0,3,1,1,2,0.08,2,0,0,0,0,0,Matches,26.1,4,0,22,18,0,2,49,22,1,1,0,148,46,30,60.5,Matches,2,19,4,21.1,0.73,0.15,0.11,0.50,13.9,0,0,0,1.7,0.09,+0.3,+0.3,Matches,26.1,1961,2137,91.8,37492,12871,698,744,93.8,1018,1067,95.4,216,273,79.1,0,0.3,0.8,-0.3,3,151,6,0,159,2358,189,943,1331,96,29,2358,10,9,90.0,1,10.0,1543,8495,5042,26,15,2,9,9,1804,7,Matches,84,76.8,89,23,2,25,0,1.82,60,37,+23,+0.88,+0.12,53.4,30.9,+22.5,+0.86,+0.59,Matches,CURRENT
Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,13,10,865,9.6,1,0,1,1,0,0,3,1,0.3,0.3,0.2,0.5,12,15,15,0.10,0.00,0.10,0.10,0.10,0.03,0.02,0.05,0.03,0.05,Matches,9.6,18,14,14,4,0,10,18,55.6,8,16,3,13,19,37,33,0,7,0.73,4,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9.6,3,1,10,4,0,18,19,14,0,0,0,49,14,3,82.4,Matches,1,2,1,50.0,0.21,0.10,0.50,1.00,23.4,0,0,0,0.3,0.17,+0.7,+0.7,Matches,9.6,229,356,64.3,3877,1740,100,126,79.4,104,156,66.7,17,54,31.5,0,0.2,0.3,-0.2,2,14,4,3,15,468,42,211,190,71,3,468,10,6,60.0,4,40.0,162,980,537,12,8,2,11,3,149,15,Matches,67,25.3,74,7,3,41,14,1.46,10,8,+2,+0.21,+1.05,8.7,10.2,-1.5,-0.15,+0.52,Matches,CURRENT
